record,uuid,date,markers,status,quarter,QCountry,QDomestic,QGDPR,QState,QBorn,QRegion,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q110r1,Q110r2,Q110r3,Q110r4,Q110r5,Q110r6,Q110r997,Q110r998,Q110r999,Q120,Q130,Q140,Q201r1,Q201r2,Q201r3,Q201r4,Q201r5,Q201r6,Q201r7,Q201r8,Q201r9,Q201r10,Q201r11,Q201r12,Q201r13,Q201r14,Q201r15,Q201r16,Q202r1,Q202r2,Q202r3,Q202r4,Q202r5,Q202r6,Q202r7,Q202r8,Q203r1,Q203r2,Q203r3,Q203r4,Q203r5,Q203r6,Q203r7,Q203r8,Q203r9,Q203r10,Q203r11,Q203r12,Q203r13,Q203r14,Q203r15,Q203r16,Q204r1,Q204r2,Q204r3,Q204r4,Q204r5,Q204r6,Q204r7,Q204r8,Q204r9,Q204r10,QJob,QJobr97oe,QIndustry,QIndustryr97oe,QRevenue,QEmployees,Exit,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,fp_etag,fp_html5,fp_flash,fp_browser,dcua,url,session,sesskey,identifier,speeder,qtime_min,filter_$,SL,Q100_SD,Q201_SD,SL_Count,gibberish_Exit,gibberish_count,strikes,Total,QIndustryBanner
105,tnb7kjy453m44d9w,3/18/21 9:56,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,40,1950,3,71,7,3,7,5,7,5,5,9,3,8,8,8,0,0,0,0,1,0,0,0,0,4,3,5,3,4,2,3,3,1,1,3,1,4,1,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7, ,5, ,7,5, ,1,352.13,4, ,10, ,5,6,3/18/21 9:50, ,171.22.76.66, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",f7czgp197hnz5gp5,6xkqjqbezeqx0xsj, , ,..,/survey/selfserve/2135/210303?identifier=K_e1a6ae8fff&sesskey=g3goz5x7feyixi19,6xkqjqbezeqx0xsj,g3goz5x7feyixi19,K_e1a6ae8fff,0,5.868833333,1,0,1.900292375,1.181453907,0,0,0,0,1,2
117,k9epfeb9xf8dcerp,3/18/21 10:04,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,9,1954,3,67,6,3,6,10,6,6,10,6,10,10,9,5,0,0,0,0,0,0,1,0,0,5,5,6,3,3,3,3,3,2,1,3,3,3,3,3,1,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,5, ,3,2,No,1,185.86,12, ,11, ,1,1,3/18/21 10:01, ,24.178.107.138, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",davf1tu9wq68zvh6,d9cwmvzrtz92zjp6, , ,si,/survey/selfserve/2135/210303?identifier=K_c4625011a0&sesskey=g0aeml91400xe63v&mobile=yes,d9cwmvzrtz92zjp6,g0aeml91400xe63v,K_c4625011a0,0,3.097666667,1,0,2.1499354,0.816496581,0,0,0,0,1,2
119,qsfuan4dy3j2dmvt,3/18/21 10:07,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1957,2,64,6,3,3,7,7,6,8,10,8,4,7,2,0,0,0,0,0,1,0,0,0,10,6,5,3,3,3,3,3,2,1,3,3,3,1,1,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,5, ,13,5, ,1,365.99,5, ,10, ,5,6,3/18/21 10:01, ,50.202.148.238, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",ugy8ng1arfpne2b7,w4ax4sgxc6zwruk1, , ,..,/survey/selfserve/2135/210303?identifier=K_6e159eb1aa&sesskey=g0nnjf3g02vu5dms,20csbm2uut6w48wq,g0nnjf3g02vu5dms,K_6e159eb1aa,0,6.099833333,1,0,2.485513584,0.930949336,0,0,0,0,1,2
137,xnxsv8k60u1v2se1,3/18/21 10:08,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1983,4,38,3,5,10,8,10,10,10,6,10,6,10,10,0,0,0,0,0,1,0,0,0,8,7,8,3,2,3,3,2,3,1,3,2,3,1,3,3,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,5, ,5,3, ,1,132.52,4, ,10, ,5,6,3/18/21 10:06, ,174.78.59.158, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",ernq10zqhbexf1zb,mjdkw4fbh60jkpsm, , ,..,/survey/selfserve/2135/210303?identifier=K_rafilst9fx&sesskey=g3f0d2snk8a7oqg7,eg6kgnrgxdsmu5gn,g3f0d2snk8a7oqg7,K_rafilst9fx,0,2.208666667,1,0,1.699673171,0.87321246,0,0,0,0,1,2
143,ve45sg3j1wm2u5tq,3/18/21 10:23,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,49,1958,2,63,6,3,9,6,8,6,7,10,7,8,3,6,0,0,0,0,0,1,0,0,0,7,5,5,2,1,2,3,1,2,1,3,1,1,2,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,5, ,14,9,None,1,251.68,4, ,10, ,5,6,3/18/21 10:08, ,40.94.30.133, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",unvrxjqa42gprx4z,42svvtagu0s6phae, , ,..,/survey/selfserve/2135/210303?identifier=K_hk635wsvhl&sesskey=g2p0q54v1618qn8f,x3vghe4vxju7k21a,g2p0q54v1618qn8f,K_hk635wsvhl,0,4.194666667,1,0,1.943650632,0.730296743,0,0,0,0,1,2
152,qyx168ms0e3bu5fb,3/18/21 10:14,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1985,2,36,3,5,5,6,6,6,6,7,6,6,6,5,0,0,0,0,0,0,1,0,0,3,4,6,4,4,1,4,4,4,1,4,1,4,4,1,4,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,5, ,99,11, ,1,167.47,4, ,10, ,5,6,3/18/21 10:11, ,69.174.145.127, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.116 Safari/537.36",uzna4qck5jtryfpt,euqn9t24yku4e2ev, , ,..,/survey/selfserve/2135/210303?identifier=K_fpj116zt8a&sesskey=g13upf57qr5bnotg,kgf1kwnh3nk6vsab,g13upf57qr5bnotg,K_fpj116zt8a,0,2.791166667,1,0,0.567646212,1.537042615,0,0,0,0,1,2
163,4aza6jh3bxpv83zv,3/18/21 10:20,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1955,2,66,6,3,10,10,10,9,9,10,9,9,1,10,0,0,0,0,0,0,1,0,0,5,5,2,3,3,3,3,3,3,2,3,3,3,2,3,2,1,3,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,5, ,5,4, ,1,207.71,12, ,11, ,1,1,3/18/21 10:17, ,12.181.131.18, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.2 Mobile/15E148 Safari/604.1",8ek5d6w3fq88h1sb,sf2w7wp8n7t1vadk, , ,si,/survey/selfserve/2135/210303?identifier=K_gituj3yzql&sesskey=g138y03o7kdgfo6s&mobile=yes,sf2w7wp8n7t1vadk,g138y03o7kdgfo6s,K_gituj3yzql,0,3.461833333,1,0,2.750757471,0.602079729,0,0,0,0,1,2
187,4fuvnr4q77hza1eh,3/18/21 10:25,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,21,1958,1,63,6,3,7,5,5,8,6,7,6,9,5,4,0,0,0,0,0,1,0,0,0,6,5,5,3,3,3,3,3,2,3,3,3,3,3,2,3,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,14,6,no,1,148.58,4, ,10, ,5,6,3/18/21 10:22, ,4.16.12.74, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",m9cfsvg9mm9r96cc,tpkq3nehw7dzjvg4, , ,..,/survey/selfserve/2135/210303?identifier=K_z3n700849f&sesskey=g14aoicx9p5j8f2q,w37a2c08k902h6j0,g14aoicx9p5j8f2q,K_z3n700849f,0,2.476333333,1,0,1.549193338,0.718795288,0,0,0,0,1,2
196,h0j8brs6jz9kbbtc,3/18/21 10:32,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,37,1981,4,40,4,5,10,7,7,8,10,6,10,7,10,7,0,0,0,0,0,0,0,1,0,6,4,6,3,4,4,3,2,3,1,3,2,3,2,1,4,2,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,32, ,5, ,4,3, ,1,524.38,4, ,10, ,5,6,3/18/21 10:23, ,50.225.0.102, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",csw7nbak1fxkf4et,xn013smz1yqa6ghe, , ,..,/survey/selfserve/2135/210303?identifier=K_gcsegosuoe&sesskey=g3kn0c7yn5mg4zpx,xu26arfexmm9uhcs,g3kn0c7yn5mg4zpx,K_gcsegosuoe,0,8.739666667,0,0,1.619327707,1.030776406,0,0,0,0,1,2
209,5umrguwwh6x6xctk,3/18/21 10:29,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1989,1,32,3,5,8,1,1,1,1,1,6,1,8,1,0,0,0,0,0,0,1,0,0,6,5,7,3,4,4,3,4,3,2,3,2,4,2,2,1,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,14,9, ,1,189.2,14, ,10, ,1,2,3/18/21 10:25, ,146.168.193.157, , ,1,"Mozilla/5.0 (Linux; Android 11; SM-N976U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Mobile Safari/537.36",v6y7vh7y1z9v42ps,e2gyqq53ufjhax4j, , ,sa,/survey/selfserve/2135/210303?identifier=K_zvdf87sruu&sesskey=g0t0139flr6u8yu1&mobile=yes,saxjvze797rbzrvd,g0t0139flr6u8yu1,K_zvdf87sruu,0,3.153333333,1,0,3.107338983,1.093541647,0,0,0,0,1,2
210,gjtptshnbd9ghy4n,3/18/21 10:30,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,46,1960,3,61,6,3,8,9,9,9,7,6,7,9,1,9,0,0,0,0,0,1,0,0,0,7,7,7,1,3,2,3,1,4,1,3,1,1,3,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,5, ,99,99, ,1,273.56,4, ,10, ,5,6,3/18/21 10:25, ,66.18.52.99, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.82 Safari/537.36",8v9uee87bxdad3hp,qzvqb53ttmfeq700, , ,..,/survey/selfserve/2135/210303?identifier=K_abbpn00tnv&sesskey=g2fqkf9usugr4ndz,3w1v0kq3ncp0xt41,g2fqkf9usugr4ndz,K_abbpn00tnv,0,4.559333333,1,0,2.503331114,1.064581295,0,0,0,0,1,2
213,5nh38s8n5y6wxjvs,3/18/21 10:30,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,32,1974,1,47,4,4,7,4,5,5,5,8,5,7,4,9,0,0,0,0,0,1,0,0,0,3,7,6,3,4,3,3,2,4,1,3,4,1,3,2,1,1,1,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14, ,5, ,14,6, ,1,235.11,4, ,10, ,5,6,3/18/21 10:26, ,40.94.31.5, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",9v5225rc4qk2vfyu,kemcmu1xjn3s69sn, , ,..,/survey/selfserve/2135/210303?identifier=K_vv1wdboze8&sesskey=g1fcrxgwotkersks,w6twcggcb1sx11ms,g1fcrxgwotkersks,K_vv1wdboze8,0,3.9185,1,0,1.728840331,1.152894907,0,0,0,0,1,2
218,5pubxdq8ccp8x829,3/18/21 10:33,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,23,1978,2,43,4,4,10,5,6,7,6,6,6,7,6,7,0,0,0,0,0,1,0,0,0,6,4,6,2,4,4,2,1,2,1,4,1,1,4,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,5, ,14,11, ,1,264.59,4, ,10, ,5,6,3/18/21 10:27, ,212.103.49.11, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36", , , , ,..,/survey/selfserve/2135/210303?identifier=K_f23bloka8b&sesskey=g12t68it2c7mkb4z,hcvz14vxhgsf55pb,g12t68it2c7mkb4z,K_f23bloka8b,0,4.409833333,1,0,1.349897115,1.289379696,0,0,0,0,1,2
220,zqt7swzkmu9ycn2a,3/18/21 10:32,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1984,2,37,3,5,8,3,6,6,5,9,6,10,9,8,0,0,0,0,0,0,0,1,0,3,8,3,3,4,4,1,3,2,1,3,4,3,2,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,5, ,14,6, ,1,235.42,4, ,10, ,5,6,3/18/21 10:28, ,52.2.173.51, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36", , , , ,..,/survey/selfserve/2135/210303?identifier=K_gby6gocegt&sesskey=g3jqt2rtfa59beqg,mfj41utzssbsxvnc,g3jqt2rtfa59beqg,K_gby6gocegt,0,3.923666667,1,0,2.160246899,1.195477589,0,0,0,0,1,2
224,jkd0kaphxgt5u5k4,3/18/21 10:42,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,19,1965,1,56,5,4,8,6,9,9,10,8,9,4,7,10,0,0,0,0,1,0,0,0,0,3,7,5,3,3,3,3,3,3,2,2,3,3,3,3,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,21, ,5, ,1,1, ,1,775.74,4, ,10, ,5,6,3/18/21 10:29, ,208.117.88.243, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.192 Safari/537.36 OPR/74.0.3911.218",0c2uav2gbr7w24fs,8bbhxvt87rc9jynb, , ,..,/survey/selfserve/2135/210303?identifier=K_9l6htvivvw&sesskey=g15ytjruo6h2rch4,8bbhxvt87rc9jynb,g15ytjruo6h2rch4,K_9l6htvivvw,0,12.929,0,0,1.885618083,0.478713554,0,0,0,0,1,2
230,5vpzyd5zy4fkdwvr,3/18/21 10:37,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1969,4,52,5,4,9,10,10,9,9,10,9,10,10,10,0,1,0,0,0,1,0,0,0,8,8,8,3,2,2,3,1,2,2,3,2,2,1,1,2,1,2,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,99,6,Not at this time.,1,262.31,4, ,10, ,5,6,3/18/21 10:32, ,40.94.25.96, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.150 Safari/537.36 Edg/88.0.705.63",enwwk4dw3aq8s29j,h5hqfw82y76waxk5, , ,..,/survey/selfserve/2135/210303?identifier=K_5pr40rhcmh&sesskey=g3gm73ao9imnwkp7,h5hqfw82y76waxk5,g3gm73ao9imnwkp7,K_5pr40rhcmh,0,4.371833333,1,0,0.516397779,0.718795288,0,0,0,0,1,2
236,87g8n2uyr26zetbp,3/18/21 10:40,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1959,4,62,6,3,5,97,97,5,10,5,10,8,7,5,0,0,0,0,0,1,0,0,0,5,5,5,4,4,4,4,1,4,1,3,4,1,4,4,1,1,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,99,6, ,1,354.38,4, ,10, ,5,6,3/18/21 10:34, ,71.95.30.98, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",dqh46xge2yxsv9eb,mg049m6z4kqpraxm, , ,..,/survey/selfserve/2135/210303?identifier=K_3m7ijg2xyx&sesskey=g3i1zjlu199jmtgv,mg049m6z4kqpraxm,g3i1zjlu199jmtgv,K_3m7ijg2xyx,0,5.906333333,1,0,38.05098918,1.470544117,0,0,0,0,1,2
243,525nmbz06y5520ba,3/18/21 10:44,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,38,1952,1,69,6,3,8,9,9,8,10,10,10,7,8,97,0,1,0,0,0,0,0,0,0,1,1,0,3,2,3,3,2,3,1,3,3,1,2,2,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,5, ,13,7, ,1,351.8,3, ,10, ,5,6,3/18/21 10:36, ,38.205.128.54, , ,1,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36", , , , ,..,/survey/selfserve/2135/210303?identifier=K_r05d9cvvpo&sesskey=g3h06dou47cn5vn7,ad75gw7b4186bb6p,g3h06dou47cn5vn7,K_r05d9cvvpo,0,5.863333333,1,0,27.9173383,0.853912564,0,0,0,0,1,2
248,2znfewd6c6qskte6,3/18/21 10:42,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,32,1982,1,39,3,5,9,4,4,9,7,8,7,6,6,8,0,0,0,0,0,1,0,0,0,8,4,6,3,3,1,1,2,2,2,3,2,1,2,2,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,14,11, ,1,249.33,4, ,10, ,5,6,3/18/21 10:38, ,40.94.25.68, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",b4rjhtb0c96yq6gp,dxqcewu2ewv4ugmd, , ,..,/survey/selfserve/2135/210303?identifier=K_948ugpzv10&sesskey=g1ggchxmkldyxfa9,tkcd5awujc7b4kzu,g1ggchxmkldyxfa9,K_948ugpzv10,0,4.1555,1,0,1.813529401,0.774596669,0,0,0,0,1,2
250,zvbmctkzabw4eupe,3/18/21 10:43,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,40,1978,3,43,4,4,10,3,3,7,2,8,8,10,5,10,0,1,0,0,0,0,0,0,0,5,3,11,3,4,2,2,1,4,1,3,2,1,3,3,3,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23, ,5, ,14,11,cost are being watched hard.  we have outsourced some production which has led to shutting down production lines.,1,314.86,4, ,10, ,5,6,3/18/21 10:38, ,98.25.40.185, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36 Edg/89.0.774.54",c4abvdc8rb4wr3s0,pceysz7f12zq1qk1, , ,..,/survey/selfserve/2135/210303?identifier=K_8z0efrac8z&sesskey=g3gykwmqs639mhxr,pceysz7f12zq1qk1,g3gykwmqs639mhxr,K_8z0efrac8z,0,5.247666667,1,0,3.134042473,1.064581295,0,0,0,0,1,2
263,bv8qjgq0fuk0m1s1,3/18/21 10:45,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,46,1957,3,64,6,3,5,10,6,8,10,9,9,8,6,9,0,0,0,0,0,0,1,0,0,5,7,6,2,2,2,3,1,1,1,3,1,3,1,1,2,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,5, ,13,4, ,1,257.5,13, ,11, ,5,6,3/18/21 10:40, ,100.7.26.180, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Safari/605.1.15",fsumr28c815ewbcd,aft06nbcgf7gdqba, , ,..,/survey/selfserve/2135/210303?identifier=K_55bb86e2ea&sesskey=g2qui8jah75flqo8,086frmuhhtwfc43r,g2qui8jah75flqo8,K_55bb86e2ea,0,4.291666667,1,0,1.763834207,0.806225775,0,0,0,0,1,2
278,pf17xr4pkexv2vn1,3/18/21 10:46,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,5,1985,4,36,3,5,5,7,6,4,5,4,3,6,8,97,0,0,0,0,0,1,0,0,0,2,7,5,4,4,3,3,4,4,1,3,4,4,4,4,4,4,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,5, ,99,5, ,1,250.88,4, ,10, ,5,6,3/18/21 10:41, ,147.92.95.174, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4324.190 Safari/537.36",2ze99hq4ect7eq76,n81248ar08v5acxs, , ,..,/survey/selfserve/2135/210303?identifier=K_bp96fvgoql&sesskey=g3llrzg38otufhnw,h9p2gm0zez6e1mk5,g3llrzg38otufhnw,K_bp96fvgoql,0,4.181333333,1,0,29.02585055,1.030776406,0,0,0,0,1,2
284,z5ryvp5hxtg9nb9g,3/18/21 10:45,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,35,1981,2,40,4,5,7,7,7,6,9,7,10,8,7,7,0,0,0,0,0,0,1,0,0,5,5,4,1,3,3,3,1,3,1,3,1,3,3,1,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19, ,5, ,99,10, ,1,170.9,12, ,11, ,1,1,3/18/21 10:42, ,23.226.97.138, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",d4pmrx5n4bth6by6,5fv6pdnw7xmdh9xq, , ,si,/survey/selfserve/2135/210303?identifier=K_w9guxny0rr&sesskey=g3k8tkqwvghyuag4&mobile=yes,qxjkun4ydwu4ps8k,g3k8tkqwvghyuag4,K_w9guxny0rr,0,2.848333333,1,0,1.178511302,1.024695077,0,0,0,0,1,2
294,2hz4scuw2xcy62y6,3/18/21 10:49,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,6,1990,4,31,3,5,7,8,7,8,8,6,7,9,7,2,0,0,0,0,1,1,0,0,0,3,6,4,3,2,2,3,2,3,1,3,2,3,1,3,1,1,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,5, ,4,3, ,1,282.84,5, ,10, ,5,6,3/18/21 10:44, ,50.209.252.97, , ,1,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",qywagtec57jgb2uf,e82jk4yzpuybp2xb, , ,..,/survey/selfserve/2135/210303?identifier=K_n4wwbk36jd&sesskey=g3jy72ddc561y2qn,e82jk4yzpuybp2xb,g3jy72ddc561y2qn,K_n4wwbk36jd,0,4.714,1,0,1.91195072,0.894427191,0,0,0,0,1,2
319,p2ahsg1c8jfgv8ks,3/18/21 10:53,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,37,1973,4,48,4,4,5,6,5,7,6,6,6,5,5,7,0,0,1,0,0,0,0,0,0,7,9,1,2,2,2,3,4,3,1,3,2,2,2,2,2,2,2,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6, ,5, ,8,7, ,1,85.92,12, ,11, ,1,1,3/18/21 10:51, ,67.169.215.36, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0.3 Mobile/15E148 Safari/604.1",tywtke94m42nafvd,mjvhdmwzmnhhrcs9, , ,si,/survey/selfserve/2135/210303?identifier=K_w6k8synm50&sesskey=g0brlsw08ylb9q5u&mobile=yes,mjvhdmwzmnhhrcs9,g0brlsw08ylb9q5u,K_w6k8synm50,1,1.432,1,0,0.788810638,0.704154339,0,0,0,1,1,2
327,arvby7fxtj8j2k33,3/18/21 10:56,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,13,1965,2,56,5,4,6,6,5,5,7,4,8,1,7,97,0,0,0,0,0,0,1,0,0,4,11,11,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27, ,5, ,99,99, ,1,140.29,13, ,12, ,5,6,3/18/21 10:53, ,104.235.127.161, , ,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:86.0) Gecko/20100101 Firefox/86.0,0pkkqmh410c4n19u,x15433cg3ftv9wv8, , ,..,/survey/selfserve/2135/210303?identifier=K_zldaaw5a9q&sesskey=g3jwypz83upikaql,x15433cg3ftv9wv8,g3jwypz83upikaql,K_zldaaw5a9q,0,2.338166667,1,0,29.01800208,0.75,0,0,0,0,1,2
328,7p84rm12zcy1tc33,3/18/21 11:51,"qualified,/Industry/L5hQn,/Total/Total,20210318_05:19_v3",3,1,1,1,1,3,1985,4,36,3,5,7,5,7,4,3,3,6,3,4,7,0,0,0,0,0,0,1,0,0,7,5,5,3,1,3,3,1,1,1,3,2,3,4,3,1,1,1,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,30, ,5, ,3,2, ,1,3447.47,4, ,10, ,5,6,3/18/21 10:54, ,70.175.24.78, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.90 Safari/537.36",w2y1gq9s1k55nhwn,9fga4u8xq7950838, , ,..,/survey/selfserve/2135/210303?identifier=K_sxmf750zbe&sesskey=g3by8cu58jn0rivd,bd6jv0dwdzpa2vrv,g3by8cu58jn0rivd,K_sxmf750zbe,0,57.45783333,0,0,1.728840331,1.062622542,0,0,0,0,1,2
