record,uuid,date,markers,status,QCountry,QDomestic,QGDPR,QState,QRegion,QBorn,QAge,AgeR,QGeneration,Q100r1,Q100r2,Q100r3,Q100r4,Q100r5,Q100r6,Q100r7,Q100r8,Q100r9,Q100r10,Q100r11,Q100r12,Q110Ar1,Q110Ar2,Q110Ar3,noanswerQ110A_r99,Q110Br1,Q110Br2,Q110Br3,noanswerQ110B_r99,Q112,Q114,Q115r1,Q115r2,Q115r3,Q115r4,Q115r5,Q115r6,Q115r997,Q115r998,Q115r999,Q120,Q125,Q127,Q130r1,Q130r2,Q130r3,Q130r4,Q130r5,Q130r6,Q130r7,Q130r8,Q130r9,Q130r10,Q130r11,Q130r12,Q130r13,Q130r14,Q130r20,Q130r21,Q130r22,Q130r23,Q130r24,Q130r25,Q130r26,Q130r15,Q130r16,Q130r17,Q130r18,Q140r1,Q140r2,Q140r3,Q140r4,Q140r5,Q140r6,Q140r7,Q140r20,Q140r21,Q140r22,Q140r23,Q140r97,Q140r997,Q140r998,Q140r999,Q145r1,Q145r2,Q145r3,Q145r4,Q145r5,Q145r6,Q145r7,Q145r8,Q150r1,Q150r2,Q150r3,Q150r4,Q150r5,Q150r6,Q150r7,Q150r8,Q150r9,Q150r10,Q150r11,Q150r20,Q150r21,Q150r23,Q150r12,Q150r13,Q150r14,Q150r15,Q150r16,Q150r24,Q150r25,Q150r26,Q150r97,Q150r98,Q150r99,Q153r1,Q153r2,Q153r3,Q153r10,Q153r12,Q153r13,Q153r14,Q153r15,Q153r16,Q153r4,Q153r5,Q153r6,Q155r1,Q155r2,Q155r3,Q155r4,Q155r5,Q155r6,Q155r7,Q155r20,Q155r21,Q155r8,Q155r9,Q155r10,Q155r11,Q155r12,Q155r13,Q156Ar1,Q156Ar2,Q156Ar3,Q156Ar4,Q156Ar5,Q156Ar6,Q156Ar7,Q156Ar8,Q156Ar9,Q156Ar10,Q156Ar11,Q156Ar12,Q156Ar13,Q156Ar14,Q156Ar15,Q156Ar16,Q156Br1,Q156Br2,Q156Br3,Q156Br4,Q156Br5,Q156Br6,Q156Br7,Q156Br8,Q156Br9,Q156Br10,Q156Br11,Q156Br12,Q156Br13,Q156Br14,Q156Br15,Q156Br16,Q157,Q160r1,Q160r2,Q160r3,Q160r4,Q160r5,Q160r6,Q160r7,QJob,QIndustry,QIndustryr97oe,QRevenue,QEmployees,QAnythingElse,vlist,qtime,vos,vosr15oe,vbrowser,vbrowserr15oe,vmobiledevice,vmobileos,start_date,vdropout,ipAddress,source,decLang,list,userAgent,dcua,url,session,sesskey,identifier,fp_etag,fp_html5,fp_flash,fp_browser,qtime_min,Total,QEmployeesBanner,QIndustryBanner_1,QIndustryBanner_2,QIndustryBanner_3,QIndustryBanner_4,QIndustryBanner_5,QIndustryBanner_6,QIndustryBanner_7,QIndustryBanner_8,QIndustryBanner_9,QIndustryBanner_10,QIndustryBanner_11,QIndustryBanner_12,Q150Online,sumQ150OnlineTotal,Q150Offline,sumQ150OfflineTotal,Q150R,Q155NothingNew,Q157Months,Q157R
2283,6q3yd3a95t38t62j,6/6/20 5:46,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1978,42,4,4,7,9,9,9,4,4,8,8,7,4, ,8,0,0,100,0,0,0,100,0, , ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99, , , , , , , , , , , , , , , , ,27,5,3,3,4,3,3,3,20,6, ,99,11, ,1,329.42,4, ,10, ,5,6,6/6/20 5:40, ,99.61.205.133, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36 Edg/83.0.478.37",..,/survey/selfserve/2135/200602?identifier=K_ikash7t7rh&sesskey=g1q7zj1tm53d698w,v0xzhy9g0vmxyxps,g1q7zj1tm53d698w,K_ikash7t7rh,ntqrvyee4bz2hc4n,v0xzhy9g0vmxyxps, , ,5.490333333,1,5, , , , , , , , , , , ,1, , , , , ,2,25,7
2356,nybxhv1enknya9nf,6/6/20 9:56,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1957,63,6,3,10,10,10,10,8,10,7,3,3,5, ,10,0,0,100,0,0,0,100,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,3,3,3,3,3,1,3,1,3, , , , , , ,2, , , , , ,2, ,2, ,27,1,1,1,1,1,1,1,30,6, ,13,6, ,1,338.12,4, ,10, ,5,6,6/6/20 9:51, ,76.167.194.23, , ,1,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.130 ADG/11.0.2690 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=kdtvu28mivvk3z0r&sesskey=g1841ct7atdp7051,zkhwkdqb3t1va5pt,g1841ct7atdp7051,kdtvu28mivvk3z0r,xn78hksp6pmas6wf,zkhwkdqb3t1va5pt, , ,5.635333333,1,3, , , , , , , , , , , ,1, , , , , ,2,25,7
2452,b22kb32p0w1ah9ev,6/6/20 10:13,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1974,46,4,4,10,9,10,10,9,10,6,10,9,10, ,10,15,39,46,0,30,30,40,0, , ,0,0,1,1,0,0,0,0,0,2,7,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,3,2,2,3,1,2,2,1,1,1,2,3,3, ,3, , ,1,99, ,99,2,2,2,2,1,2,27,5,5,5,5,4,5,5,4,2, ,10,3, ,1,212.44,12, ,11, ,1,1,6/6/20 10:10, ,68.190.243.211, , ,1,"Mozilla/5.0 (iPhone; CPU OS 13_5 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) FxiOS/25.1  Mobile/15E148 Safari/605.1.15",si,/survey/selfserve/2135/200602?identifier=K_h6gpfj7fmo&sesskey=g1tu7hnjnn1uzy2b&mobile=yes,e9kz81dfa4meffgq,g1tu7hnjnn1uzy2b,K_h6gpfj7fmo,k4eveqytp2xvmfcy,e9kz81dfa4meffgq, , ,3.540666667,1,2,1, , ,1, , , , , , , , , , , , , ,2,25,7
2597,hsf4suvmgytd3y7v,6/6/20 11:36,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,44,4,1970,50,5,4,10,10,10,10,1,1,1,1,98,1, ,10,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,99,99,99,1,99,99,99,99,99,99,99,1,99,1,1, , , , ,2, , , , , , , ,2, ,2,2,26,6,6,6,6,6,6,6,31,6,HOSPITALITY,3,2, ,1,695.59,4, ,10, ,5,6,6/6/20 11:24, ,69.130.106.74, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=h5jq7dgnshmvu20h&sesskey=g1c1lvclt2weujio,2szpbv9vwkhgy5an,g1c1lvclt2weujio,h5jq7dgnshmvu20h,svw926kbkvbvb9dn,2szpbv9vwkhgy5an, , ,11.59316667,1,1, , , , , , , , , , , ,1, , , , , ,2,24,7
2817,f6g5gam8adrqa321,6/6/20 16:53,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,5,4,1951,69,6,3,10,3,5,10,10,10,10,5,8,1, ,10,5,95,0,0,5,90,5,0, , ,0,1,0,0,0,0,0,0,0,0,1,5,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , , , , , , , , , , , , , ,1,27,3,3,3,3,4,3,3,30,2, ,1,1, ,1,628.52,4, ,10, ,5,6,6/6/20 16:42, ,73.241.22.39, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=mhyvx7qa1138n8am&sesskey=g1jhztitfyjh0h8d,01h0tp7xf2h8fn0v,g1jhztitfyjh0h8d,mhyvx7qa1138n8am,haw3urvahasek23h,01h0tp7xf2h8fn0v, , ,10.47533333,1,1,1, , ,1, , , , , , , , , , , , , ,1,25,7
2827,mcg0u6n4sr472fxw,6/6/20 18:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,13,2,1981,39,3,5,8,8,8,7,6,10,7,5,1,7, ,10,60,20,20,0,60,40,0,0, , ,0,0,0,0,0,0,1,0,0,2,4,97,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,99,1,1,2,2,1,3,1,1,1,2,1,1,1,99,2, ,2,3,3,2,2, ,2,3,3,2,2,3,3, ,26,3,4,3,3,3,3,4,24,5, ,14,11, ,1,413.53,12, ,11, ,1,6,6/6/20 18:19, ,107.77.111.82, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",s.,/survey/selfserve/2135/200602?identifier=K_al5xym15q5&sesskey=g0uypmbbpa57ci2e&mobile=yes,p9u08br31120q2nz,g0uypmbbpa57ci2e,K_al5xym15q5,99nf5k5zqc76hs2b,qe549zn5as5pesjk, , ,6.892166667,1,5, , , , , ,1, , , , , , , , , , , ,2,24,7
2906,yxp823yuauj642z3,6/7/20 3:44,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,30,1,1963,57,5,3,9,9,8,8,4,8,7,6,5,6, ,6,60,20,20,0,27,40,33,0, , ,0,0,0,0,1,0,0,0,0,4,4,6,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,99,99,99,99,99,99,99,3,99,1,99,3,1,1,3, , , , , , , , , , ,1, , ,3,2, ,25,3,3,4,4,4,4,3,32,8, ,3,3, ,1,611.64,12, ,11, ,1,1,6/7/20 3:34, ,47.16.232.122, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_dx9npx47bl&sesskey=g2yt090txn654qll&mobile=yes,s9r59w9n4h3388x2,g2yt090txn654qll,K_dx9npx47bl,2re7jv0djr9mpbq4,s9r59w9n4h3388x2, , ,10.194,1,2, , , , ,1, , , , , , , , , , , , ,2,23,7
2971,r9s364a131zx6zs6,6/7/20 4:53,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,9,3,1959,61,6,3,9,5,5,7,9,9,9,9,8,8, ,9,50,30,20,0,50,50,0,0, , ,0,0,0,0,0,0,0,0,1,9,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,1,3,3,1,3,1,1,3,3,3,3,2,1,1,1, ,3, , ,2, ,2,2, , , , ,3,3,3,2,27,3,4,3,3,4,3,3,13,4, ,13,5, ,1,565.48,4, ,2, ,5,6,6/7/20 4:43, ,75.51.25.223, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=K_eo2iltw6yz&sesskey=g029k9bih7yvd0c3,dfpgjfff9fagmyh4,g029k9bih7yvd0c3,K_eo2iltw6yz,csjukwr3cyx250sq,dfpgjfff9fagmyh4, , ,9.424666667,1,3,1, ,1, , , , , , , , , , , , , , ,2,25,7
3034,78kz2x03t5f1p1kz,6/7/20 10:57,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,21,1,1958,62,6,3,10,10,10,10,10,10,10,1,1,10, ,10, , , ,1, , , ,1, , ,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,2,3,2,3,3,3,3,3,2,3,2,3, , , , ,2, ,2, , , , , ,2, ,2, ,27,3,3,3,3,3,3,3,4,2, ,14,5, ,1,324.65,13, ,11, ,5,6,6/7/20 10:51, ,73.126.89.47, , ,1,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Safari/605.1.15",..,/survey/selfserve/2135/200602?identifier=K_0f476de47c&sesskey=g0f1vxl9b1tgsi5t,qxtebc3dx5hevg3b,g0f1vxl9b1tgsi5t,K_0f476de47c,x959phvk8dvhsu0x,qxtebc3dx5hevg3b, , ,5.410833333,1,3,1, , ,1, , , , , , , , , , , , , ,2,25,7
3064,bzjmgyjpa4nvgbbr,6/7/20 12:35,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,47,4,1968,52,5,4,9,9,9,9,9,10,8,5,5,7, ,10,30,60,10,0,50,40,10,0, , ,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,99,99,99,99,99,3,99,3,99,1,3,3,99,99,1,99, , , , , , , , , ,3, , , , ,2, ,22,4,3,4,4,3,5,4,18,5, ,3,5, ,1,579.19,12, ,11, ,1,1,6/7/20 12:24, ,172.58.45.15, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1 Mobile/15E148 Safari/604.1",si,/survey/selfserve/2135/200602?identifier=K_7musyqcs8p&sesskey=g3ioms8avrb7xfq0&mobile=yes,bd16qe5ghsj44wnb,g3ioms8avrb7xfq0,K_7musyqcs8p,bd3nucapa3tp4we2,qar5rcyt8eucwwq8, , ,9.653166667,1,3, , , , , ,1, , , , , , , , , , , ,2,20,7
3072,0g1cnwk36589u1qa,6/7/20 13:03,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,48,3,1956,64,6,3,9,7,7,7,8,9,8,4,3,3, ,9,70,20,10,0,70,20,10,0, , ,0,1,0,0,0,1,0,0,0,4,2,4,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,1,2,1,2,1,2,3,3,3,3,1,1,2,2, ,2,2,2,2,2,2,2, , , , ,2,2,2,2,27,3,3,3,3,3,3,3,9,4, ,7,5, ,1,255.08,4, ,10, ,5,6,6/7/20 12:59, ,73.191.125.178, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.97 Safari/537.36",..,/survey/selfserve/2135/200602?identifier=K_e12d28a992&sesskey=g2ek9tjs7os9j5rx,c7jdcdy5s0uve9ug,g2ek9tjs7os9j5rx,K_e12d28a992,f8rzk2qvs4chhx6h,xh4mdfwsa8xh4t4w, , ,4.251333333,1,3,1, ,1, , , , , , , , , , , , , , ,2,25,7
3089,3crjajnuku40fd4j,6/7/20 14:32,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,28,4,1955,65,6,3,10,8,8,10,3,3,8,6,8,6, ,7,50,25,25,0,60,20,20,0, , ,0,0,0,0,0,0,1,0,0,0,2,2,0,0,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,3,3,1,3,1,2,1,3,1,3,1,3,3,1,1,1, , ,2, ,2,2,2, ,2, ,2, , ,2,2,2,27,5,3,3,3,4,3,3,30,97,Commercial Real Estate,13,5,Nothing else,1,1905.46,4, ,12, ,5,6,6/7/20 14:00, ,98.182.177.176, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=K_952nzuzyxh&sesskey=g0n13ppvpj4q97zp,as5p5p5ns2uar9mz,g0n13ppvpj4q97zp,K_952nzuzyxh,vt5fpc66abz641z1,as5p5p5ns2uar9mz, , ,31.75766667,1,3, , , , , , , , , , , , , , , , , ,2,25,7
3100,c1zcf3n689ctv297,6/7/20 14:52,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,47,4,1954,66,6,3,9,9,9,9,5,3,7,7,6,1, ,9,20,30,50,0,0,50,50,0, , ,0,0,0,0,1,0,0,0,0,0,1,5,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,3,3,3,2,3,3,3,3,3,3,3,3,1,1,3,3, , , ,1, , , , , , , , ,2,3, , ,27,3,3,4,3,4,3,3,4,2, ,2,1, ,1,371.55,13, ,12, ,5,6,6/7/20 14:45, ,174.31.232.2, , ,1,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=K_3e0a0d685f&sesskey=g07yn30qt1c3p3jd,msrnyp1ndyvavcvq,g07yn30qt1c3p3jd,K_3e0a0d685f,8fjyahtn95eanr7a,3gda8y79z6mb7ryy, , ,6.1925,1,1,1, , ,1, , , , , , , , , , , , , ,2,25,7
3141,q9nr5r7ajrhmb8hu,6/7/20 20:00,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,20,3,1960,60,6,3,6,8,7,8,10,10,8,4,98,97, ,10,30,20,50,0,30,35,35,0, , ,0,0,0,0,0,0,0,1,0,2,2,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,3,3,3,1,3,3,1,3,3,3,1,1,3, , , , , , ,2, , ,99, , , ,3,1, ,25,3,2,3,3,3,3,3,30,5, ,1,1, ,1,1344.63,12, ,11, ,1,6,6/7/20 19:37, ,69.138.7.244, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",s.,/survey/selfserve/2135/200602?identifier=K_tvfqjflpmk&sesskey=g28qvndfdkjz7dk8&mobile=yes,yc5ew98dhwzwagkv,g28qvndfdkjz7dk8,K_tvfqjflpmk,tvmeujsr9qqgnthn,8j70depfaqaksmn5, , ,22.4105,1,1, , , , , ,1, , , , , , , , , , , ,1,23,7
3143,pejh6nh6eu1pdteu,6/7/20 19:52,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,10,3,1954,66,6,3,10,7,6,5,10,10,10,10,4,6, ,10,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,0,1,0,0,5,3,3,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,1,3,3,1,2,3,2,2,3,3, , , ,99, , ,2, , ,99,2, ,2,2, , ,27,3,3,3,3,3,3,3,4,2, ,2,1, ,1,400.57,14, ,10, ,1,2,6/7/20 19:45, ,98.251.38.116, , ,1,"Mozilla/5.0 (Linux; Android 10; SAMSUNG SM-G965U) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/11.2 Chrome/75.0.3770.143 Mobile Safari/537.36",sa,/survey/selfserve/2135/200602?identifier=K_r4tn17p65z&sesskey=g1q70ttfrhwqpa28&mobile=yes,pthnsrjyn8nrzc4n,g1q70ttfrhwqpa28,K_r4tn17p65z,acy9d0tkg7pyvkqp,pthnsrjyn8nrzc4n, , ,6.676166667,1,1,1, , ,1, , , , , , , , , , , , , ,2,25,7
3151,v9t0jy9d2sftg6ge,6/7/20 20:56,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1991,29,2,5,9,9,10,10,1,9,9,3,8,10, ,10,10,40,50,0,30,30,40,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,3,1,3,3,3,3,3,3,3,3,3,3,3,1,3,3, ,3, , , , , , , , , , , ,3, , ,27,5,5,5,5,3,5,3,16,4, ,3,4,NIL,1,231.94,3, ,12, ,5,6,6/7/20 20:52, ,199.102.241.19, , ,1,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:77.0) Gecko/20100101 Firefox/77.0,..,/survey/selfserve/2135/200602?identifier=K_8lkf8anq2o&sesskey=g17qfzzm0qyjid41,fzgqwnh6qgekzgzc,g17qfzzm0qyjid41,K_8lkf8anq2o,9txwzrzx7pscvs3q,fzgqwnh6qgekzgzc, , ,3.865666667,1,2,1, ,1, , , , , , , , , , , , , , ,2,25,7
3204,xanmy395e5ntcz8u,6/8/20 2:26,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,32,1,1960,60,6,3,10,9,10,10,8,9,6,3,4,6, ,8,0,15,85,0,0,40,60,0, , ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,99,3,3,99,3,3,3,3,3,2,2,2,1,1,2,1, , , , , , , , , ,1,1,2,1,1,1,24,4,4,4,3,4,3,3,5,4, ,1,99,Severe drop in business,1,1415.7,12, ,11, ,1,6,6/8/20 2:03, ,45.72.217.197, , ,1,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.1 Mobile/15E148 Safari/604.1",s.,/survey/selfserve/2135/200602?identifier=K_vvo3pzw5i7&sesskey=g1fq6myqni7whvc0&mobile=yes,art1ptqyr2bhm2ez,g1fq6myqni7whvc0,K_vvo3pzw5i7,nqy4hwwu2ycd4ubw,art1ptqyr2bhm2ez, , ,23.595,1, ,1, ,1, , , , , , , , , , , , , , ,2,22,7
3235,61nv9414nsghp9ze,6/8/20 5:17,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,46,3,1970,50,5,4,2,3,5,7,1,2,8,6,5,3, ,8,50,30,20,0,0,75,25,0, , ,0,0,0,0,0,1,0,0,0,2,3,1,1,0,1,0,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,3,3,2,3,1,1,1,3,3,3,3,1,1,1,2,2, , ,2, ,3,2,2, , , , ,3,3,3,27,3,5,4,3,5,2,2,13,97,College,13,11, ,1,375.46,4, ,12, ,5,6,6/8/20 5:11, ,164.106.85.4, , ,1,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:75.0) Gecko/20100101 Firefox/75.0,..,/survey/selfserve/2135/200602?identifier=K_97nu645gaf&sesskey=g3gkyx7tvm9b3l0i,vbr34b3szsyuns2r,g3gkyx7tvm9b3l0i,K_97nu645gaf,hz8uaaa8mg7dqaaz,vbr34b3szsyuns2r, , ,6.257666667,1,5, , , , , , , , , , , , , , , , , ,2,25,7
130,h1gw52nfsceb2q6x,6/4/20 9:36,"qualified,/Total/Total,20200415_14:01_v6",3,1,1,1,25,2,1958,62,6,3,2,2,1,2,1,1,5,5,3,6, ,1,100,0,0,0,100,0,0,0, , ,0,0,0,0,0,1,0,0,0,6,5,5,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,99,3,3,3,99,99,1,99,99,99,3,3,1,1,99, , , , , , , ,2, , , , , ,3,2, ,1,3,3,3,3,3,3,3,31,4, ,4,5, ,1,558.05,4, ,2, ,5,6,6/4/20 9:27, ,12.205.8.154, , ,1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.102 Safari/537.36 Edge/18.18363",..,/survey/selfserve/2135/200602?identifier=cvpkfvrhlzqzi5ec&sesskey=g0gkm8mmcoiawc61,b0qdu2mbwud7r8a9,g0gkm8mmcoiawc61,cvpkfvrhlzqzi5ec,c2fmqmapvwpuznf7,b0qdu2mbwud7r8a9, , ,9.300833333,1,3,1, ,1, , , , , , , , , , , , , , ,2,99,99
